id_choice,id_user,font_a,font_b,winning_font,matchup,bracket,dwell_time_a,dwell_time_b,views_a,views_b,width,height,device,step,timestamp,user_type,loser
143,10,franklin_gothic,avenir_next,avenir_next,1,winners,9221,12186,2,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171075944,csail_framingham,franklin_gothic
144,10,calibri,lato,lato,2,winners,11922,16180,3,3,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171083892,csail_framingham,calibri
145,10,franklin_gothic,calibri,calibri,4,losers,5022,7633,2,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171089019,csail_framingham,franklin_gothic
146,10,avenir_next,lato,lato,5,winners,6622,10182,2,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171095965,csail_framingham,avenir_next
147,10,avenir_next,calibri,calibri,7,losers,49615,61631,5,5,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171117558,csail_framingham,avenir_next
148,10,lato,calibri,lato,8,final,38009,31020,5,4,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171131845,csail_framingham,calibri
149,10,lato,avenir_next,lato,8,validation,12776,9462,3,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171139200,csail_framingham,avenir_next
150,10,lato,avenir_next,lato,8,validation,17154,11286,3,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171146849,csail_framingham,avenir_next
151,10,calibri,avenir_next,avenir_next,8,validation,11257,14670,3,3,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171154865,csail_framingham,calibri
152,10,noto_sans,arial,noto_sans,1,winners,7443,3333,2,1,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171241920,csail_framingham,arial
153,10,garamond,utopia,utopia,2,winners,16308,21394,3,3,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171252235,csail_framingham,garamond
154,10,arial,garamond,arial,4,losers,12912,8529,3,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171259878,csail_framingham,garamond
155,10,utopia,noto_sans,utopia,5,winners,33061,25801,5,4,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171272796,csail_framingham,noto_sans
156,10,arial,noto_sans,noto_sans,7,losers,5040,8329,2,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171278240,csail_framingham,arial
157,10,utopia,noto_sans,utopia,8,final,23326,17477,3,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171291220,csail_framingham,noto_sans
158,10,noto_sans,arial,noto_sans,8,validation,5299,2676,2,1,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171295087,csail_framingham,arial
159,10,noto_sans,arial,noto_sans,8,validation,5143,2404,2,1,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171298544,csail_framingham,arial
160,10,noto_sans,arial,noto_sans,8,validation,7013,2947,2,1,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171303423,csail_framingham,arial
161,10,oswald,poynter_gothic_text,poynter_gothic_text,1,winners,15325,19009,2,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171429867,csail_framingham,oswald
162,10,times,avantgarde,times,2,winners,11039,7409,3,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171435879,csail_framingham,avantgarde
163,10,avantgarde,oswald,avantgarde,4,losers,5514,2465,2,1,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171440195,csail_framingham,oswald
164,10,times,poynter_gothic_text,times,5,winners,21262,15727,4,3,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171450829,csail_framingham,poynter_gothic_text
165,10,avantgarde,poynter_gothic_text,poynter_gothic_text,7,losers,4794,7304,2,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171455860,csail_framingham,avantgarde
166,10,poynter_gothic_text,times,poynter_gothic_text,8,final,18613,13582,4,3,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171465011,csail_framingham,times
167,10,poynter_gothic_text,times,poynter_gothic_text,9,final,12679,9338,3,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171473613,csail_framingham,times
168,10,poynter_gothic_text,avantgarde,poynter_gothic_text,9,validation,4727,2286,2,1,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171477018,csail_framingham,avantgarde
169,10,times,poynter_gothic_text,poynter_gothic_text,9,validation,20665,31728,3,3,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171493000,csail_framingham,times
170,10,poynter_gothic_text,avantgarde,poynter_gothic_text,9,validation,4967,2173,2,1,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171496377,csail_framingham,avantgarde
171,10,montserrat,open_sans,open_sans,1,winners,10531,14552,3,3,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171613371,csail_framingham,montserrat
172,10,helvetica,roboto,roboto,2,winners,255265,278424,13,13,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171654363,csail_framingham,helvetica
173,10,montserrat,helvetica,helvetica,4,losers,4139,6458,2,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171658610,csail_framingham,montserrat
174,10,roboto,open_sans,roboto,5,winners,5696,2672,2,1,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171662990,csail_framingham,open_sans
175,10,helvetica,open_sans,helvetica,7,losers,11419,7376,3,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171669450,csail_framingham,open_sans
176,10,helvetica,roboto,helvetica,8,final,129671,115475,11,10,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171693882,csail_framingham,roboto
177,10,helvetica,roboto,roboto,9,final,93817,105155,9,9,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171718454,csail_framingham,helvetica
178,10,roboto,helvetica,roboto,9,validation,11215,6516,3,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171725522,csail_framingham,helvetica
179,10,roboto,open_sans,roboto,9,validation,10019,5542,3,2,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171731044,csail_framingham,open_sans
180,10,roboto,open_sans,open_sans,9,validation,51429,60935,6,6,1237,656,Firefox|*|Ubuntu|*|undefined,normal,1566171747426,csail_framingham,roboto
181,10,utopia,roboto,roboto,1,winners,14864,19967,3,3,1237,656,Firefox|*|Ubuntu|*|undefined,final,1566171827901,csail_framingham,utopia
182,10,poynter_gothic_text,lato,lato,2,winners,5566,8575,2,2,1237,656,Firefox|*|Ubuntu|*|undefined,final,1566171833359,csail_framingham,poynter_gothic_text
183,10,utopia,poynter_gothic_text,utopia,4,losers,37715,28083,4,3,1237,656,Firefox|*|Ubuntu|*|undefined,final,1566171849542,csail_framingham,poynter_gothic_text
184,10,lato,roboto,lato,5,winners,5017,2349,2,1,1237,656,Firefox|*|Ubuntu|*|undefined,final,1566171853289,csail_framingham,roboto
185,10,roboto,utopia,utopia,7,losers,32056,40011,5,5,1237,656,Firefox|*|Ubuntu|*|undefined,final,1566171866732,csail_framingham,roboto
186,10,lato,utopia,lato,8,final,46931,39490,5,4,1237,656,Firefox|*|Ubuntu|*|undefined,final,1566171885203,csail_framingham,utopia
187,10,lato,utopia,lato,8,validation,28281,21736,4,3,1237,656,Firefox|*|Ubuntu|*|undefined,final,1566171898572,csail_framingham,utopia
188,10,roboto,utopia,roboto,8,validation,89176,76925,6,5,1237,656,Firefox|*|Ubuntu|*|undefined,final,1566171926495,csail_framingham,utopia
189,10,lato,roboto,roboto,8,validation,56545,66391,6,6,1237,656,Firefox|*|Ubuntu|*|undefined,final,1566171946974,csail_framingham,lato
196,11,roboto,garamond,roboto,1,winners,11573.985,8091.505,3,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173626299,csail_framingham,garamond
197,11,arial,avantgarde,arial,2,winners,4300.315,2589.62,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173629508,csail_framingham,avantgarde
198,11,avantgarde,garamond,garamond,4,losers,9483.985,12420.65,3,3,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173635285,csail_framingham,avantgarde
199,11,roboto,arial,roboto,5,winners,19838.205,15092.12,4,3,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173643875,csail_framingham,arial
200,11,garamond,arial,arial,7,losers,9428.08,11988.77,3,3,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173649885,csail_framingham,garamond
201,11,roboto,arial,roboto,8,final,8833.225,5622.75,3,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173654844,csail_framingham,arial
202,11,roboto,arial,roboto,8,validation,3079.985,1277.4,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173657164,csail_framingham,arial
203,11,arial,avantgarde,arial,8,validation,8405.515,5857.305,3,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173661339,csail_framingham,avantgarde
204,11,roboto,arial,roboto,8,validation,5109.01,2086.77,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173665221,csail_framingham,arial
205,11,calibri,franklin_gothic,calibri,1,winners,11998.755,8914.265,3,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173758405,csail_framingham,franklin_gothic
206,11,helvetica,oswald,helvetica,2,winners,2802.895,1596.915,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173760326,csail_framingham,oswald
207,11,franklin_gothic,oswald,franklin_gothic,4,losers,3009.965,1545.21,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173762470,csail_framingham,oswald
208,11,helvetica,calibri,helvetica,5,winners,10281.615,6472.36,3,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173769005,csail_framingham,calibri
209,11,franklin_gothic,calibri,calibri,7,losers,4492.575,6283.74,2,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173773397,csail_framingham,franklin_gothic
210,11,helvetica,calibri,calibri,8,final,4603.8,7372.435,2,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173778702,csail_framingham,helvetica
211,11,calibri,helvetica,calibri,9,final,3567.06,2123.18,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173781382,csail_framingham,helvetica
212,11,helvetica,calibri,calibri,9,validation,685.245,2188.06,1,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173783574,csail_framingham,helvetica
213,11,franklin_gothic,oswald,franklin_gothic,9,validation,3193.725,1668.51,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173785966,csail_framingham,oswald
214,11,calibri,helvetica,calibri,9,validation,3408.14,1852.96,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173788701,csail_framingham,helvetica
215,11,montserrat,times,times,1,winners,4899.75,7587.29,2,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173856846,csail_framingham,montserrat
216,11,poynter_gothic_text,open_sans,poynter_gothic_text,2,winners,4112.9,2061.38,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173860007,csail_framingham,open_sans
217,11,montserrat,open_sans,open_sans,4,losers,642.54,1401.735,1,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173861415,csail_framingham,montserrat
218,11,poynter_gothic_text,times,times,5,winners,639.17,2340.175,1,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173863758,csail_framingham,poynter_gothic_text
219,11,open_sans,poynter_gothic_text,poynter_gothic_text,7,losers,3225.755,4856.895,2,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173866751,csail_framingham,open_sans
220,11,times,poynter_gothic_text,times,8,final,3183.595,1618.53,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173868968,csail_framingham,poynter_gothic_text
221,11,poynter_gothic_text,open_sans,poynter_gothic_text,8,validation,3190.815,1635.695,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173871343,csail_framingham,open_sans
222,11,times,montserrat,times,8,validation,2664.735,1444.39,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173873207,csail_framingham,montserrat
223,11,poynter_gothic_text,open_sans,poynter_gothic_text,8,validation,3769.585,1867.995,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173876103,csail_framingham,open_sans
224,11,utopia,lato,utopia,1,winners,12920.135,8131.075,3,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173947017,csail_framingham,lato
225,11,noto_sans,avenir_next,avenir_next,2,winners,939.505,2307.855,1,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173949328,csail_framingham,noto_sans
226,11,lato,noto_sans,lato,4,losers,3322.625,1729.28,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173951888,csail_framingham,noto_sans
227,11,utopia,avenir_next,avenir_next,5,winners,706.875,2018.59,1,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173953912,csail_framingham,utopia
228,11,utopia,lato,lato,7,losers,680.235,2023.765,1,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173955943,csail_framingham,utopia
229,11,lato,avenir_next,lato,8,final,3435.945,1326.485,2,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173958736,csail_framingham,avenir_next
230,11,avenir_next,lato,lato,9,final,530.795,1571.385,1,1,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173960312,csail_framingham,avenir_next
231,11,lato,utopia,utopia,9,validation,3895.92,7592.14,2,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173965656,csail_framingham,lato
232,11,lato,noto_sans,lato,9,validation,8906.96,6184.755,3,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173971248,csail_framingham,noto_sans
233,11,lato,noto_sans,lato,9,validation,13589.19,9433.32,3,2,1353,683,Chrome|*|Mac OS|*|undefined,normal,1566173978288,csail_framingham,noto_sans
234,11,roboto,lato,lato,1,winners,4102.34,5743.385,2,2,1353,683,Chrome|*|Mac OS|*|undefined,final,1566174042923,csail_framingham,roboto
235,11,calibri,times,times,2,winners,3514.58,5940.9,2,2,1353,683,Chrome|*|Mac OS|*|undefined,final,1566174047417,csail_framingham,calibri
236,11,roboto,calibri,calibri,4,losers,626.035,1641.42,1,1,1353,683,Chrome|*|Mac OS|*|undefined,final,1566174049065,csail_framingham,roboto
237,11,times,lato,times,5,winners,7677.69,5449.605,3,2,1353,683,Chrome|*|Mac OS|*|undefined,final,1566174053233,csail_framingham,lato
238,11,lato,calibri,calibri,7,losers,561.06,1929.115,1,1,1353,683,Chrome|*|Mac OS|*|undefined,final,1566174055169,csail_framingham,lato
239,11,times,calibri,times,8,final,2219.025,1045.395,2,1,1353,683,Chrome|*|Mac OS|*|undefined,final,1566174056985,csail_framingham,calibri
240,11,calibri,roboto,calibri,8,validation,2433.505,1220.245,2,1,1353,683,Chrome|*|Mac OS|*|undefined,final,1566174058809,csail_framingham,roboto
241,11,times,lato,times,8,validation,1830.91,884.405,2,1,1353,683,Chrome|*|Mac OS|*|undefined,final,1566174060272,csail_framingham,lato
242,11,times,calibri,times,8,validation,4075.815,1998.625,2,1,1353,683,Chrome|*|Mac OS|*|undefined,final,1566174062874,csail_framingham,calibri
283,12,helvetica,garamond,garamond,1,winners,980.38,2512.06,1,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177411695,csail_framingham,helvetica
284,12,arial,calibri,arial,2,winners,3181.935,1631.195,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177414158,csail_framingham,calibri
285,12,calibri,helvetica,helvetica,4,losers,3055.935,4480.745,2,2,1707,748,Chrome|*|Windows|*|undefined,normal,1566177417218,csail_framingham,calibri
286,12,garamond,arial,garamond,5,winners,3693.71,1811.19,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177419629,csail_framingham,arial
287,12,helvetica,arial,arial,7,losers,9968.995,12231.95,4,4,1707,748,Chrome|*|Windows|*|undefined,normal,1566177424255,csail_framingham,helvetica
288,12,arial,garamond,garamond,8,final,1164.61,2092.93,1,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177426352,csail_framingham,arial
289,12,garamond,arial,garamond,8,validation,3169.275,1448.56,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177428391,csail_framingham,arial
290,12,garamond,helvetica,garamond,8,validation,6829.935,3307.715,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177432550,csail_framingham,helvetica
291,12,garamond,helvetica,garamond,8,validation,4197.315,1895.27,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177435448,csail_framingham,helvetica
292,12,avenir_next,avantgarde,avenir_next,1,winners,3828.69,1843.165,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177530300,csail_framingham,avantgarde
293,12,franklin_gothic,lato,franklin_gothic,2,winners,8959.37,6045.4,4,3,1707,748,Chrome|*|Windows|*|undefined,normal,1566177534256,csail_framingham,lato
294,12,avantgarde,lato,avantgarde,4,losers,3297.42,1760.32,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177536648,csail_framingham,lato
295,12,franklin_gothic,avenir_next,franklin_gothic,5,winners,4687.465,2430.235,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177539867,csail_framingham,avenir_next
296,12,avenir_next,avantgarde,avenir_next,7,losers,2915.12,1497.495,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177541996,csail_framingham,avantgarde
297,12,avenir_next,franklin_gothic,avenir_next,8,final,2636.195,1328.89,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177543904,csail_framingham,franklin_gothic
298,12,franklin_gothic,avenir_next,franklin_gothic,9,final,3737.265,1752.195,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177546580,csail_framingham,avenir_next
299,12,franklin_gothic,avenir_next,franklin_gothic,9,validation,5596.7,3357.805,3,2,1707,748,Chrome|*|Windows|*|undefined,normal,1566177550423,csail_framingham,avenir_next
300,12,franklin_gothic,lato,franklin_gothic,9,validation,5942.78,3624.925,3,2,1707,748,Chrome|*|Windows|*|undefined,normal,1566177553450,csail_framingham,lato
301,12,franklin_gothic,avenir_next,avenir_next,9,validation,1652.125,2813.225,1,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177556266,csail_framingham,franklin_gothic
302,12,roboto,poynter_gothic_text,roboto,1,winners,10399.68,7168.865,3,2,1707,748,Chrome|*|Windows|*|undefined,normal,1566177638622,csail_framingham,poynter_gothic_text
303,12,utopia,noto_sans,utopia,2,winners,2839.385,1313.61,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177640585,csail_framingham,noto_sans
304,12,poynter_gothic_text,noto_sans,noto_sans,4,losers,7536.725,9608.14,3,3,1707,748,Chrome|*|Windows|*|undefined,normal,1566177645362,csail_framingham,poynter_gothic_text
305,12,utopia,roboto,utopia,5,winners,3083.145,1445.63,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177647388,csail_framingham,roboto
306,12,noto_sans,roboto,noto_sans,7,losers,3337.71,1548.02,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177649870,csail_framingham,roboto
307,12,utopia,noto_sans,utopia,8,final,2287.225,1026.545,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177651456,csail_framingham,noto_sans
308,12,utopia,roboto,utopia,8,validation,2565.5,1188.405,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177653190,csail_framingham,roboto
309,12,roboto,poynter_gothic_text,roboto,8,validation,3350.34,1498.31,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177655501,csail_framingham,poynter_gothic_text
310,12,noto_sans,poynter_gothic_text,poynter_gothic_text,8,validation,2466.24,3625.075,2,2,1707,748,Chrome|*|Windows|*|undefined,normal,1566177657882,csail_framingham,noto_sans
321,12,open_sans,times,times,1,winners,876.155,1882.545,1,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177754398,csail_framingham,open_sans
322,12,oswald,montserrat,montserrat,2,winners,694.445,1702.56,1,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177756102,csail_framingham,oswald
323,12,oswald,open_sans,open_sans,4,losers,712.985,1913.95,1,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177758021,csail_framingham,oswald
324,12,times,montserrat,times,5,winners,3036.725,1386.505,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177760272,csail_framingham,montserrat
325,12,open_sans,montserrat,montserrat,7,losers,687.6,1847.5,1,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177762126,csail_framingham,open_sans
326,12,montserrat,times,montserrat,8,final,2711.945,1470.91,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177764197,csail_framingham,times
327,12,times,montserrat,montserrat,9,final,7828.545,8948.185,2,2,1707,748,Chrome|*|Windows|*|undefined,normal,1566177769109,csail_framingham,times
328,12,open_sans,oswald,open_sans,9,validation,3593.85,1781.285,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177771500,csail_framingham,oswald
329,12,times,open_sans,times,9,validation,2425.865,1147.035,2,1,1707,748,Chrome|*|Windows|*|undefined,normal,1566177773206,csail_framingham,open_sans
330,12,times,montserrat,montserrat,9,validation,3463.945,5094.205,2,2,1707,748,Chrome|*|Windows|*|undefined,normal,1566177776656,csail_framingham,times
331,12,garamond,utopia,garamond,1,winners,3743.975,1509.32,2,1,1707,748,Chrome|*|Windows|*|undefined,final,1566177826915,csail_framingham,utopia
332,12,franklin_gothic,montserrat,montserrat,2,winners,3289.32,4691.775,2,2,1707,748,Chrome|*|Windows|*|undefined,final,1566177829932,csail_framingham,franklin_gothic
333,12,franklin_gothic,utopia,utopia,4,losers,1103.76,2303.97,1,1,1707,748,Chrome|*|Windows|*|undefined,final,1566177832242,csail_framingham,franklin_gothic
334,12,montserrat,garamond,garamond,5,winners,3584.395,5369.335,2,2,1707,748,Chrome|*|Windows|*|undefined,final,1566177835672,csail_framingham,montserrat
335,12,montserrat,utopia,utopia,7,losers,763.275,1853.345,1,1,1707,748,Chrome|*|Windows|*|undefined,final,1566177837529,csail_framingham,montserrat
336,12,garamond,utopia,garamond,8,final,3483.78,1922.83,2,1,1707,748,Chrome|*|Windows|*|undefined,final,1566177840152,csail_framingham,utopia
337,12,utopia,montserrat,utopia,8,validation,2949.42,1468.965,2,1,1707,748,Chrome|*|Windows|*|undefined,final,1566177842222,csail_framingham,montserrat
338,12,garamond,utopia,garamond,8,validation,2500.895,1255.235,2,1,1707,748,Chrome|*|Windows|*|undefined,final,1566177843956,csail_framingham,utopia
339,12,utopia,franklin_gothic,utopia,8,validation,3038.2,1549.21,2,1,1707,748,Chrome|*|Windows|*|undefined,final,1566177846125,csail_framingham,franklin_gothic
355,14,utopia,noto_sans,utopia,1,winners,7254.705,3537.635,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180014362,csail_framingham,noto_sans
356,14,avenir_next,poynter_gothic_text,poynter_gothic_text,2,winners,1848.81,4042.9,1,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180018409,csail_framingham,avenir_next
357,14,noto_sans,avenir_next,noto_sans,4,losers,4542.485,2483.37,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180021618,csail_framingham,avenir_next
358,14,poynter_gothic_text,utopia,utopia,5,winners,10139.07,13246.51,3,3,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180027778,csail_framingham,poynter_gothic_text
359,14,poynter_gothic_text,noto_sans,noto_sans,7,losers,949.11,2503.99,1,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180030287,csail_framingham,poynter_gothic_text
360,14,utopia,noto_sans,utopia,8,final,3740.835,1777.105,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180032965,csail_framingham,noto_sans
361,14,utopia,poynter_gothic_text,poynter_gothic_text,8,validation,882.54,2243.175,1,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180035212,csail_framingham,utopia
362,14,poynter_gothic_text,utopia,utopia,8,validation,9233.07,11932.77,2,2,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180042007,csail_framingham,poynter_gothic_text
363,14,utopia,noto_sans,noto_sans,8,validation,1712.62,2579.07,1,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180044588,csail_framingham,utopia
364,14,roboto,garamond,garamond,1,winners,6058.35,10040.815,2,2,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180181252,csail_framingham,roboto
365,14,helvetica,arial,arial,2,winners,9063.76,12253.92,3,3,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180186959,csail_framingham,helvetica
366,14,roboto,helvetica,roboto,4,losers,15469.47,10113.1,3,2,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180193276,csail_framingham,helvetica
367,14,garamond,arial,garamond,5,winners,5343.085,2436.66,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180197666,csail_framingham,arial
368,14,arial,roboto,arial,7,losers,89823.155,81132.925,12,11,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180212331,csail_framingham,roboto
369,14,garamond,arial,arial,8,final,3326.995,4897.225,2,2,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180215350,csail_framingham,garamond
370,14,garamond,arial,arial,9,final,891.385,2251.39,1,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180217604,csail_framingham,garamond
371,14,arial,garamond,arial,9,validation,7932.345,4842.395,3,2,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180221780,csail_framingham,garamond
372,14,roboto,helvetica,roboto,9,validation,16733.075,11561.05,4,3,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180229311,csail_framingham,helvetica
373,14,roboto,helvetica,roboto,9,validation,6719.73,3295.115,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180233314,csail_framingham,helvetica
374,14,montserrat,oswald,montserrat,1,winners,8184.96,4575.74,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180377584,csail_framingham,oswald
375,14,open_sans,franklin_gothic,open_sans,2,winners,4364.505,1939.545,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180380943,csail_framingham,franklin_gothic
376,14,franklin_gothic,oswald,oswald,4,losers,960.805,2224.625,1,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180383173,csail_framingham,franklin_gothic
377,14,montserrat,open_sans,open_sans,5,winners,829.46,2230.46,1,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180385407,csail_framingham,montserrat
378,14,montserrat,oswald,oswald,7,losers,2522.31,3906.695,2,2,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180388146,csail_framingham,montserrat
379,14,oswald,open_sans,open_sans,8,final,2428.285,3979.25,2,2,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180390805,csail_framingham,oswald
380,14,open_sans,montserrat,open_sans,8,validation,3067.985,1379.78,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180393055,csail_framingham,montserrat
381,14,open_sans,montserrat,open_sans,8,validation,3348.545,1404.675,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180395389,csail_framingham,montserrat
382,14,open_sans,montserrat,open_sans,8,validation,4307.805,1922.82,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180398247,csail_framingham,montserrat
383,14,times,calibri,times,1,winners,3963.935,1802.42,2,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180496000,csail_framingham,calibri
384,14,avantgarde,lato,lato,2,winners,914.835,2080.81,1,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180498084,csail_framingham,avantgarde
385,14,avantgarde,calibri,calibri,4,losers,958.755,2277.88,1,1,1252,658,Chrome|*|Mac OS|*|undefined,normal,1566180500366,csail_framingham,avantgarde
